street,suburb,numbers,postcode,lon,lat,accuracy,matchedaddress
"Rue Viard","Akaroa","","7520","172.969791","-43.801949","street","Rue Viard, Akaroa, Christchurch"
"Rugby Street","Merivale","","8014","172.618371","-43.515351","street","Rugby Street, Merivale, Christchurch"
"Runnymede Drive","Templeton","","8042","172.468623","-43.553921","street","Runnymede Drive, Templeton, Christchurch"
"Runswick Lane","Cashmere","","8022","172.650082","-43.574056","street","Runswick Lane, Cashmere, Christchurch"
"Rupert Place","Dallington","","8061","172.67323","-43.520455","street","Rupert Place, Dallington, Christchurch"
"Ruru Road","Bromley","","8062","172.695457","-43.532895","street","Ruru Road, Bromley, Christchurch"
"Ruru Road","Linwood","","8062","172.695457","-43.532895","street","Ruru Road, Linwood, Christchurch"
"Ruru Street","Burnham","","7600","172.298844","-43.618941","street","Ruru Street, Burnham, Selwyn"
"Rushmore Drive","Belfast","","8051","172.632028","-43.441135","street","Rushmore Drive, Belfast, Christchurch"
"Ruskin Street","Addington","","8024","172.625819","-43.546193","street","Ruskin Street, Addington, Christchurch"
"Russell Road","Burnham","","7600","172.300284","-43.616857","street","Russell Road, Burnham, Selwyn"
"Russell Street","Linwood","","8062","172.677231","-43.532031","street","Russell Street, Linwood, Christchurch"
"Russley Road","Avonhead","1-361 (Odd Numbers)","8042","172.547156","-43.497866","street","Russley Road, Avonhead, Christchurch"
"Russley Road","Avonhead","4-400 (Even Numbers)","8042","172.547156","-43.497866","street","Russley Road, Avonhead, Christchurch"
"Russley Road","Harewood","629-661 (Odd Numbers)","8051","172.547156","-43.497866","street","Russley Road, Harewood, Christchurch"
"Russley Road","Harewood","560-700 (Even Numbers)","8051","172.547156","-43.497866","street","Russley Road, Harewood, Christchurch"
"Russley Road","Russley","367-577 (Odd Numbers)","8053","172.547156","-43.497866","street","Russley Road, Russley, Christchurch"
"Russley Road","Russley","430-430","8053","172.547156","-43.497866","street","Russley Road, Russley, Christchurch"
"Rustic Lane","Barrington","","8024","172.601194","-43.551195","street","Rustic Lane, Barrington, Christchurch"
"Rutherford Street","Woolston","","8023","172.683655","-43.555059","street","Rutherford Street, Woolston, Christchurch"
"Rutherglen Avenue","Ilam","","8041","172.569452","-43.518795","street","Rutherglen Avenue, Ilam, Christchurch"
"Rutland Street","St Albans","7-87","8014","172.626638","-43.504283","street","Rutland Street, St Albans, Christchurch"
"Rutland Street","St Albans","103-218","8052","172.626638","-43.504283","street","Rutland Street, St Albans, Christchurch"
"Ryan Street","Phillipstown","","8011","172.664523","-43.540289","street","Ryan Street, Phillipstown, Christchurch"
"Ryans Road","Yaldhurst","33-187","8042","172.517712","-43.506018","street","Ryans Road, Yaldhurst, Christchurch"
"Rydal Street","Hoon Hay","","8025","172.608933","-43.567023","street","Rydal Street, Hoon Hay, Christchurch"
"Ryeland Avenue","Burnside","","8041","172.57721","-43.513636","street","Ryeland Avenue, Burnside, Christchurch"
"Ryelands Drive","Lincoln","","7608","172.487655","-43.644074","street","Ryelands Drive, Lincoln, Selwyn"
"Ryjac Lane","Northwood","","8051","172.611424","-43.46173","street","Ryjac Lane, Northwood, Christchurch"
"Sabina Street","Shirley","","8013","172.660975","-43.505126","street","Sabina Street, Shirley, Christchurch"
"Sabys Road","Halswell","","8025","172.559718","-43.591955","street","Sabys Road, Halswell, Christchurch"
"Saddleback Green","Halswell","","8025","172.557781","-43.565046","street","Saddleback Green, Halswell, Christchurch"
"Saffron Street","Papanui","","8053","172.58915","-43.498786","street","Saffron Street, Papanui, Christchurch"
"Sails Street","Papanui","","8053","172.602542","-43.492905","street","Sails Street, Papanui, Christchurch"
"Salecia Gardens","Brooklands","","8083","172.698139","-43.400361","street","Salecia Gardens, Brooklands, Christchurch"
"Salford Avenue","Redwood","","8051","172.622855","-43.475363","street","Salford Avenue, Redwood, Christchurch"
"Salisbury Street","Christchurch Central","","8013","172.636611","-43.524401","street","Salisbury Street, Christchurch Central, Christchurch"
"Salmond Street","Hoon Hay","","8025","172.588472","-43.565785","street","Salmond Street, Hoon Hay, Christchurch"
"Saltaire Street","North Beach","","8083","172.712357","-43.494214","street","Saltaire Street, North Beach, Christchurch"
"Samuel Street","Hoon Hay","","8025","172.601612","-43.562652","street","Samuel Street, Hoon Hay, Christchurch"
"San Rafael Place","Burnside","","8053","172.573152","-43.503499","street","San Rafael Place, Burnside, Christchurch"
"Sanctuary Gardens","Shirley","","8052","172.657076","-43.492186","street","Sanctuary Gardens, Shirley, Christchurch"
"Sandalwood Place","Waimairi Beach","","8083","172.718395","-43.477935","street","Sandalwood Place, Waimairi Beach, Christchurch"
"Sandholm Close","North Beach","","8083","172.717928","-43.486051","street","Sandholm Close, North Beach, Christchurch"
"Sandown Crescent","Aranui","","8061","172.707517","-43.510887","street","Sandown Crescent, Aranui, Christchurch"
"Sandpiper Place","Waimairi Beach","","8083","172.717065","-43.477171","street","Sandpiper Place, Waimairi Beach, Christchurch"
"Sandra Street South New","Brighton","","8062","170.327568","-45.948584","suburb","Brighton, Dunedin"
"Sandringham Place","Burnside","","8053","172.583633","-43.49949","street","Sandringham Place, Burnside, Christchurch"
"Sandwich Road","Beckenham","","8023","172.643969","-43.563196","street","Sandwich Road, Beckenham, Christchurch"
"Sandy Avenue New","Brighton","","8083","172.708528","-43.497983","street","Sandy Avenue, New Brighton, Christchurch"
"Sandyford Street","Sydenham","","8023","172.634356","-43.542551","street","Sandyford Street, Sydenham, Christchurch"
"Sanscrit Place","Redcliffs","","8081","172.753634","-43.57417","street","Sanscrit Place, Redcliffs, Christchurch"
"Santa Maria Avenue","Mt Pleasant","","8081","172.722626","-43.562335","street","Santa Maria Avenue, Mt Pleasant, Christchurch"
"Santa Rosa Avenue","Halswell","","8025","172.560876","-43.577286","street","Santa Rosa Avenue, Halswell, Christchurch"
"Sapphire Street","Casebrook","","8051","172.59467","-43.477615","street","Sapphire Street, Casebrook, Christchurch"
"Sarabande Avenue","Redwood","","8051","172.62292","-43.486014","street","Sarabande Avenue, Redwood, Christchurch"
"Saracen Avenue","Northwood","","8051","172.614848","-43.462664","street","Saracen Avenue, Northwood, Christchurch"
"Sarjeant Street","Addington","","8041","172.601648","-43.538149","street","Sarjeant Street, Addington, Christchurch"
"Sarsfield Street","Southbridge","","7602","172.247291","-43.809846","street","Sarsfield Street, Southbridge, Selwyn"
"Sasaram Lane","Cashmere","","8022","172.621274","-43.576045","street","Sasaram Lane, Cashmere, Christchurch"
"Saskia Lane","Somerfield","","8024","172.629421","-43.557235","street","Saskia Lane, Somerfield, Christchurch"
"Saunders Place","Casebrook","","8051","172.61572","-43.47611","street","Saunders Place, Casebrook, Christchurch"
"Savage Street","Kainga","","8083","172.661935","-43.411118","street","Savage Street, Kainga, Christchurch"
"Savannah Lane","Westmorland","","8025","172.599597","-43.579902","street","Savannah Lane, Westmorland, Christchurch"
"Savills Road","Yaldhurst","","8053","172.514648","-43.488519","street","Savills Road, Yaldhurst, Christchurch"
"Sawtell Place","Northcote","","8052","172.60814","-43.487348","street","Sawtell Place, Northcote, Christchurch"
"Sawyers Arms Road","Bishopdale","168-352 (Even Numbers)","8053","172.589731","-43.480168","street","Sawyers Arms Road, Bishopdale, Christchurch"
"Sawyers Arms Road","Bishopdale","179-345 (Odd Numbers)","8053","172.589731","-43.480168","street","Sawyers Arms Road, Bishopdale, Christchurch"
"Sawyers Arms Road","Harewood","358-530 (Even Numbers)","8051","172.589731","-43.480168","street","Sawyers Arms Road, Harewood, Christchurch"
"Sawyers Arms Road","Harewood","347-575 (Odd Numbers)","8051","172.589731","-43.480168","street","Sawyers Arms Road, Harewood, Christchurch"
"Sawyers Arms Road","Northcote","2-160 (Even Numbers)","8052","172.589731","-43.480168","street","Sawyers Arms Road, Northcote, Christchurch"
"Sawyers Arms Road","Northcote","7-165 (Odd Numbers)","8052","172.589731","-43.480168","street","Sawyers Arms Road, Northcote, Christchurch"
"Saxon Street","Phillipstown","","8011","172.65548","-43.53375","street","Saxon Street, Phillipstown, Christchurch"
"Sayers Crescent","Ilam","","8041","172.565229","-43.526536","street","Sayers Crescent, Ilam, Christchurch"
"Scarborough Fare","Sumner","","8081","172.771723","-43.575058","street","Scarborough Fare, Sumner, Christchurch"
"Scarborough Lane","Sumner","","8081","172.772498","-43.572517","street","Scarborough Lane, Sumner, Christchurch"
"Scarborough Road","Sumner","","8081","172.772119","-43.573715","street","Scarborough Road, Sumner, Christchurch"
"Scarborough Track","Sumner","","8081","172.774601","-43.570979","street","Scarborough Track, Sumner, Christchurch"
"Scarff Place","Cashmere","","8022","172.640733","-43.580203","street","Scarff Place, Cashmere, Christchurch"
"Scarlet Lane","Casebrook","","8051","172.611285","-43.480248","street","Scarlet Lane, Casebrook, Christchurch"
"School Road","Halswell","","8025","172.570306","-43.590874","street","School Road, Halswell, Christchurch"
"Science Road","Ilam","","8041","172.580709","-43.52272","street","Science Road, Ilam, Christchurch"
"Scotston Avenue","St Albans","","8052","172.618715","-43.502955","street","Scotston Avenue, St Albans, Christchurch"
"Scott Street","Sydenham","","8023","172.629621","-43.548618","street","Scott Street, Sydenham, Christchurch"
"Scoular Place","Avondale","","8061","172.688728","-43.503468","street","Scoular Place, Avondale, Christchurch"
"Scruttons Road","Ferrymead","","8022","172.694136","-43.56782","street","Scruttons Road, Ferrymead, Christchurch"
"Scruttons Road","Heathcote Valley","","8022","172.694136","-43.56782","street","Scruttons Road, Heathcote Valley, Christchurch"
"Sea Eagles Place","North Beach","","8083","172.719792","-43.494751","street","Sea Eagles Place, North Beach, Christchurch"
"Seabreeze Close","Bexley","","8061","172.720422","-43.518316","street","Seabreeze Close, Bexley, Christchurch"
"Seabrooke Drive","Brooklands","","8083","172.696858","-43.430331","street","Seabrooke Drive, Brooklands, Christchurch"
"Seacroft Place","Waimairi Beach","","8083","172.716275","-43.480545","street","Seacroft Place, Waimairi Beach, Christchurch"
"Seafield Place South New","Brighton","","8062","170.327568","-45.948584","suburb","Brighton, Dunedin"
"Seaforth Place","Woolston","","8023","172.670065","-43.550548","street","Seaforth Place, Woolston, Christchurch"
"Seagrave Place","Ilam","","8041","172.569284","-43.510795","street","Seagrave Place, Ilam, Christchurch"
"Sealy Place","Burnside","","8053","172.584729","-43.501684","street","Sealy Place, Burnside, Christchurch"
"Seamount Terrace","Mt Pleasant","","8081","172.718677","-43.557722","street","Seamount Terrace, Mt Pleasant, Christchurch"
"Searells Road","Strowan","","8052","172.608016","-43.507837","street","Searells Road, Strowan, Christchurch"
"Searidge Lane","Sumner","","8081","172.775366","-43.571426","street","Searidge Lane, Sumner, Christchurch"
"Seascape Gardens","Bromley","","8062","172.693474","-43.542687","street","Seascape Gardens, Bromley, Christchurch"
"Seaspray Lane","Sumner","","8081","172.768319","-43.576339","street","Seaspray Lane, Sumner, Christchurch"
"Seaview Avenue","Akaroa","","7520","172.964045","-43.811514","street","Seaview Avenue, Akaroa, Christchurch"
"Seaview Road New","Brighton","","8061","170.333063","-45.944805","street","Seaview Road, Brighton, Dunedin"
"Seaview Terrace","Lyttelton","","8082","172.708914","-43.605206","street","Seaview Terrace, Lyttelton, Christchurch"
"Seclusion Lane","Marshland","","8083","172.6754","-43.4759","street","Seclusion Lane, Marshland, Christchurch"
"Sedbergh Place","Westmorland","","8025","172.600709","-43.583679","street","Sedbergh Place, Westmorland, Christchurch"
"Seddon Street","Kainga","","8083","172.662963","-43.410245","street","Seddon Street, Kainga, Christchurch"
"Seddon Street","Sydenham","","8023","172.642221","-43.556809","street","Seddon Street, Sydenham, Christchurch"
"Sedgemoor Close","Burwood","","8083","172.692707","-43.492345","street","Sedgemoor Close, Burwood, Christchurch"
"Sedgwick Way","Westmorland","","8025","172.604279","-43.580275","street","Sedgwick Way, Westmorland, Christchurch"
"Sefton Place","Spreydon","","8024","172.616645","-43.556033","street","Sefton Place, Spreydon, Christchurch"
"Sefton Street","Belfast","","8051","172.62231","-43.454378","street","Sefton Street, Belfast, Christchurch"
"Selkirk Place","Marshland","","8051","172.642766","-43.469243","street","Selkirk Place, Marshland, Christchurch"
"Selleck Street","Mt Pleasant","","8081","172.724064","-43.564292","street","Selleck Street, Mt Pleasant, Christchurch"
"Selsey Lane","Somerfield","","8024","172.631463","-43.563709","street","Selsey Lane, Somerfield, Christchurch"
"Selwyn Avenue","Akaroa","","7520","172.964694","-43.811464","street","Selwyn Avenue, Akaroa, Christchurch"
"Selwyn Lane","Lyttelton","","8082","172.717942","-43.598812","street","Selwyn Lane, Lyttelton, Christchurch"
"Selwyn Parade","Lyttelton","","8082","172.716362","-43.598522","street","Selwyn Parade, Lyttelton, Christchurch"
"Selwyn Road","Lyttelton","","8082","172.716602","-43.599652","street","Selwyn Road, Lyttelton, Christchurch"
"Selwyn Street","Christchurch Central","460-508","8011","172.625138","-43.552362","street","Selwyn Street, Christchurch, Christchurch"
"Selwyn Street","Leeston","","7632","172.299882","-43.760259","street","Selwyn Street, Leeston, Selwyn"
"Selwyn Street","Somerfield","3-448","8024","172.625138","-43.552362","street","Selwyn Street, Somerfield, Christchurch"
"Semaphore Close","Heathcote Valley","","8081","172.725201","-43.575882","street","Semaphore Close, Heathcote Valley, Christchurch"
"Seneca Place","Burwood","","8083","172.676751","-43.493229","street","Seneca Place, Burwood, Christchurch"
"Senior Place","Bromley","","8062","172.695456","-43.530233","street","Senior Place, Bromley, Christchurch"
"Sentinel Place","Halswell","","8025","172.577904","-43.580104","street","Sentinel Place, Halswell, Christchurch"
"Sepia Lane","St Martins","","8022","172.648149","-43.566491","street","Sepia Lane, St Martins, Christchurch"
"Sequoia Place","Parklands","","8083","172.692431","-43.476973","street","Sequoia Place, Parklands, Christchurch"
"Serenata Lane","Redcliffs","","8081","172.727171","-43.567931","street","Serenata Lane, Redcliffs, Christchurch"
"Seton Street","Riccarton","","8011","172.607283","-43.53168","street","Seton Street, Riccarton, Christchurch"
"Settlers Crescent","Ferrymead","","8023","172.706502","-43.558294","street","Settlers Crescent, Ferrymead, Christchurch"
"Settlers Hill","Akaroa","","7520","172.970778","-43.805155","street","Settlers Hill, Akaroa, Christchurch"
"Sevenoaks Drive","Burnside","","8053","172.581117","-43.501372","street","Sevenoaks Drive, Burnside, Christchurch"
"Severn Street","St Albans","1-81","8014","172.637363","-43.504066","street","Severn Street, St Albans, Christchurch"
"Sewell Street","Kaiapoi","","7630","172.663636","-43.384462","street","Sewell Street, Kaiapoi, Waimakariri"
"Sewell Street","Linwood","","8062","172.679778","-43.52663","street","Sewell Street, Linwood, Christchurch"
"Seymour Street","Hornby","","8042","172.518362","-43.546267","street","Seymour Street, Hornby, Christchurch"
"SH 1","Belfast","","8083","172.627487","-43.451423","suburb","Belfast, Christchurch"
"SH 1","Kaiapoi","","7630","172.653236","-43.383842","suburb","Kaiapoi, Waimakariri"
"SH 71","Kaiapoi","","7630","172.653236","-43.383842","suburb","Kaiapoi, Waimakariri"
"Shackleton Street New","Brighton","","8061","170.327568","-45.948584","suburb","Brighton, Dunedin"
"Shackleton Terrace","Lyttelton","","8082","172.717375","-43.59937","street","Shackleton Terrace, Lyttelton, Christchurch"
"Shades Arcade","Christchurch Central","","8011","172.635425","-43.532584","street","Shades Arcade, Christchurch Central, Christchurch"
"Shaftesbury Street","Avonhead","","8042","172.560425","-43.514365","street","Shaftesbury Street, Avonhead, Christchurch"
"Shakespeare Road","Waltham","","8023","172.650157","-43.545934","street","Shakespeare Road, Waltham, Christchurch"
"Shalamar Drive","Cashmere","","8022","172.621306","-43.578716","street","Shalamar Drive, Cashmere, Christchurch"
"Shammys Place","Brooklands","","8083","172.700894","-43.397854","street","Shammys Place, Brooklands, Christchurch"
"Shamrock Place","Halswell","","8025","172.560504","-43.579032","street","Shamrock Place, Halswell, Christchurch"
"Shanaway Close","Halswell","","8025","172.560824","-43.569196","street","Shanaway Close, Halswell, Christchurch"
"Shand Crescent","Riccarton","","8041","172.590155","-43.531381","street","Shand Crescent, Riccarton, Christchurch"
"Shands Road","Hornby","2-255","8042","172.478158","-43.589351","street","Shands Road, Hornby, Christchurch;Selwyn"
"Shannon Place","Belfast","","8051","172.62989","-43.451114","street","Shannon Place, Belfast, Christchurch"
"Sharlick Street","Avondale","","8061","172.684981","-43.505542","street","Sharlick Street, Avondale, Christchurch"
"Sharnbrook Lane","Casebrook","","8051","172.608736","-43.469322","street","Sharnbrook Lane, Casebrook, Christchurch"
"Shaw Avenue","North Beach","","8083","172.713745","-43.490758","suburb","North Beach, Christchurch"
"Shaw Avenue New","Brighton","","8083","170.327568","-45.948584","suburb","Brighton, Dunedin"
"Shearer Avenue","Northcote","","8052","172.614647","-43.491458","street","Shearer Avenue, Northcote, Christchurch"
"Shearwater Drive","Ferrymead","","8023","172.696612","-43.550098","street","Shearwater Drive, Ferrymead, Christchurch"
"Sheffield Crescent","Russley","","8053","172.56155","-43.491558","street","Sheffield Crescent, Russley, Christchurch"
"Sheldon Street","Woolston","","8023","172.675002","-43.551953","street","Sheldon Street, Woolston, Christchurch"
"Shelley Street","Rolleston","","7614","172.377495","-43.594031","street","Shelley Street, Rolleston, Selwyn"
"Shelley Street","Sydenham","","8023","172.635809","-43.552639","street","Shelley Street, Sydenham, Christchurch"
"Shenley Drive","Belfast","","8051","172.627014","-43.457187","street","Shenley Drive, Belfast, Christchurch"
"Shepherd Place","Kaiapoi","","7630","172.659315","-43.387312","street","Shepherd Place, Kaiapoi, Waimakariri"
"Sheppard Place","St Albans","","8014","172.63474","-43.508899","street","Sheppard Place, St Albans, Christchurch"
"Sheraton Place","Redwood","","8051","172.625613","-43.485082","street","Sheraton Place, Redwood, Christchurch"
"Sherborne Street","St Albans","","8014","172.638087","-43.518581","street","Sherborne Street, St Albans, Christchurch"
"Sherwood Lane","Cashmere","","8022","172.627102","-43.571928","street","Sherwood Lane, Cashmere, Christchurch"
"Shetland Street","Woolston","","8062","172.683756","-43.544039","street","Shetland Street, Woolston, Christchurch"
"Shield Place","Halswell","","8025","172.576989","-43.581305","street","Shield Place, Halswell, Christchurch"
"Shiels Place","Kaiapoi","","7630","172.672048","-43.382827","street","Shiels Place, Kaiapoi, Waimakariri"
"Shipleys Road","Harewood","","8051","172.557585","-43.469694","street","Shipleys Road, Harewood, Christchurch"
"Shire Lane","Woolston","","8062","172.687174","-43.543098","street","Shire Lane, Woolston, Christchurch"
"Shirldale Place","Avonhead","","8042","172.557534","-43.512948","street","Shirldale Place, Avonhead, Christchurch"
"Shirley Road","Shirley","","8013","172.657253","-43.508071","street","Shirley Road, Shirley, Christchurch"
"Shivas Place","Bromley","","8062","172.695275","-43.539875","street","Shivas Place, Bromley, Christchurch"
"Short Street","Waltham","","8011","172.659772","-43.541678","street","Short Street, Waltham, Christchurch"
"Shortland Street","Bexley","","8061","172.698506","-43.519233","street","Shortland Street, Bexley, Christchurch"
"Shortland Street","Wainoni","","8061","172.698506","-43.519233","street","Shortland Street, Wainoni, Christchurch"
"Show Place","Addington","","8024","172.603396","-43.541776","street","Show Place, Addington, Christchurch"
"Showgate Avenue","Sockburn","","8042","172.542775","-43.532844","street","Showgate Avenue, Sockburn, Christchurch"
"Shrewsbury Street","Merivale","","8014","172.62425","-43.519681","street","Shrewsbury Street, Merivale, Christchurch"
"Shuttle Drive","Bromley","","8062","172.69833","-43.522139","street","Shuttle Drive, Bromley, Christchurch"
"Siddal Place","Richmond","","8013","172.656986","-43.518299","street","Siddal Place, Richmond, Christchurch"
"Sidey Quay","Kaiapoi","","7630","172.654565","-43.376517","street","Sidey Quay, Kaiapoi, Waimakariri"
"Signal Hill Road","Heathcote Valley","","8081","172.724777","-43.57678","street","Signal Hill Road, Heathcote Valley, Christchurch"
"Silverdale Place","Avonside","","8061","172.668387","-43.52036","street","Silverdale Place, Avonside, Christchurch"
"Silverwood Place","Hornby","","8042","172.528006","-43.554342","street","Silverwood Place, Hornby, Christchurch"
"Silvester Street","Woolston","","8023","172.6729","-43.547984","street","Silvester Street, Woolston, Christchurch"
"Simeon Quay","Lyttelton","","8082","172.713726","-43.603154","street","Simeon Quay, Lyttelton, Christchurch"
"Simeon Street","Somerfield","","8024","172.619604","-43.552986","street","Simeon Street, Somerfield, Christchurch"
"Simeon Street","Spreydon","","8024","172.619604","-43.552986","street","Simeon Street, Spreydon, Christchurch"
"Sims Road","Kaiapoi","","7630","172.661049","-43.374727","street","Sims Road, Kaiapoi, Waimakariri"
"Sinclair Street New","Brighton","","8083","170.327568","-45.948584","suburb","Brighton, Dunedin"
"Sioux Avenue","Hornby","","8042","172.540409","-43.550134","street","Sioux Avenue, Hornby, Christchurch"
"Sir James Wattie Drive","Hornby South","","8042","172.512324","-43.562111","street","Sir James Wattie Drive, Hornby South, Christchurch"
"Sir William Pickering Drive","Russley","","8053","172.559002","-43.495884","street","Sir William Pickering Drive, Russley, Christchurch"
"Siska Place Upper","Riccarton","","8041","172.597017","-43.530505","suburb","Riccarton, Christchurch"
"Six Silvers Avenue","Halswell","","8025","172.577763","-43.580811","street","Six Silvers Avenue, Halswell, Christchurch"
"Skara Brae","Prebbleton","","7604","172.50396","-43.590419","street","Skara Brae, Prebbleton, Selwyn"
"Skerten Avenue","Hornby","","8042","172.517269","-43.546876","street","Skerten Avenue, Hornby, Christchurch"
"Skipton Street","Mairehau","","8013","172.653045","-43.498655","street","Skipton Street, Mairehau, Christchurch"
"Skye Place","Russley","","8053","172.564941","-43.496713","street","Skye Place, Russley, Christchurch"
"Skyedale Drive","Harewood","","8051","172.570617","-43.485541","street","Skyedale Drive, Harewood, Christchurch"
"Skylark Lane","Woolston","","8023","172.672496","-43.552362","street","Skylark Lane, Woolston, Christchurch"
"Slater Street","Richmond","","8013","172.653127","-43.512847","street","Slater Street, Richmond, Christchurch"
"Sledmere Street","Russley","","8053","172.575977","-43.495865","street","Sledmere Street, Russley, Christchurch"
"Sloan Terrace","Cashmere","","8022","172.638922","-43.568755","street","Sloan Terrace, Cashmere, Christchurch"
"Smacks Close","Harewood","","8051","172.588428","-43.463734","street","Smacks Close, Harewood, Christchurch"
"Smartlea Street","Hoon Hay","","8025","172.605027","-43.559297","street","Smartlea Street, Hoon Hay, Christchurch"
"Smarts Road","Hornby","","8042","172.5259","-43.539594","street","Smarts Road, Hornby, Christchurch"
"Smith Street","Akaroa","","7520","172.968224","-43.807576","street","Smith Street, Akaroa, Christchurch"
"Smith Street","Kaiapoi","","7630","172.659539","-43.378368","street","Smith Street, Kaiapoi, Waimakariri"
"Smith Street","Woolston","","8023","172.674486","-43.540225","street","Smith Street, Woolston, Christchurch"
"Smith Street","Woolston","","8062","172.674486","-43.540225","street","Smith Street, Woolston, Christchurch"
"Smugglers Cove","Sumner","","8081","172.774687","-43.575059","street","Smugglers Cove, Sumner, Christchurch"
"Snell Place","Dallington","","8061","172.676855","-43.516976","street","Snell Place, Dallington, Christchurch"
"Snelling Place","Marshland","","8083","172.679497","-43.483891","street","Snelling Place, Marshland, Christchurch"
"Sneyd Street","Kaiapoi","","7630","172.642281","-43.381406","street","Sneyd Street, Kaiapoi, Waimakariri"
"Snowdon Road","Fendalton","","8052","172.599887","-43.518467","street","Snowdon Road, Fendalton, Christchurch"
"Soberton Street","Aranui","","8061","172.708831","-43.50887","street","Soberton Street, Aranui, Christchurch"
"Softball Lane","Wainoni","","8061","172.695327","-43.52184","street","Softball Lane, Wainoni, Christchurch"
"Soleares Avenue","Mt Pleasant","","8081","172.721272","-43.562435","street","Soleares Avenue, Mt Pleasant, Christchurch"
"Solent Place","Aranui","","8061","172.703673","-43.507032","street","Solent Place, Aranui, Christchurch"
"Solomon Avenue","Redwood","","8051","172.624746","-43.471814","street","Solomon Avenue, Redwood, Christchurch"
"Solway Avenue","Ilam","","8041","172.566999","-43.520191","street","Solway Avenue, Ilam, Christchurch"
"Somerfield Street","Somerfield","","8024","172.631307","-43.560242","street","Somerfield Street, Somerfield, Christchurch"
"Somerfield Street","Somerfield","","8024","172.631307","-43.560242","street","Somerfield Street, Somerfield, Christchurch"
"Somerfield Street","Somerfield","","8024","172.631307","-43.560242","street","Somerfield Street, Somerfield, Christchurch"
"Somerfield Street","Sydenham","","8023","172.631307","-43.560242","street","Somerfield Street, Sydenham, Christchurch"
"Somers Place","Barrington","","8024","172.597611","-43.55367","street","Somers Place, Barrington, Christchurch"
"Somerset Crescent","Spreydon","","8024","172.621112","-43.547784","street","Somerset Crescent, Spreydon, Christchurch"
"Somerton Rise","Westmorland","","8025","172.598827","-43.581672","street","Somerton Rise, Westmorland, Christchurch"
"Somes Road","Lyttelton","","8082","172.716668","-43.595722","street","Somes Road, Lyttelton, Christchurch"
"Somme Street","St Albans","","8014","172.627921","-43.508394","street","Somme Street, St Albans, Christchurch"
"Sonia Place","Casebrook","","8051","172.608205","-43.476021","street","Sonia Place, Casebrook, Christchurch"
"Sonning Place","Redwood","","8051","172.630087","-43.468668","street","Sonning Place, Redwood, Christchurch"
"Sonter Road","Wigram","","8042","172.568938","-43.548039","street","Sonter Road, Wigram, Christchurch"
"Sophia Gardens","Halswell","","8025","172.57506","-43.582701","street","Sophia Gardens, Halswell, Christchurch"
"Sophora Place","Parklands","","8083","172.699705","-43.475745","street","Sophora Place, Parklands, Christchurch"
"Sopley Lane","Aranui","","8061","172.719009","-43.508467","street","Sopley Lane, Aranui, Christchurch"
"Sorensens Place","Richmond","","8013","172.657702","-43.523506","street","Sorensens Place, Richmond, Christchurch"
"South Belt","Lincoln","","7608","172.484777","-43.642471","street","South Belt, Lincoln, Selwyn"
"Southampton Street","Sydenham","","8023","172.641397","-43.554333","street","Southampton Street, Sydenham, Christchurch"
"Southbridge Leeston Road","Southbridge","436-460","7602","172.265341","-43.787405","street","Southbridge Leeston Road, Southbridge, Selwyn"
"Southey Street","Sydenham","","8023","172.638695","-43.554995","street","Southey Street, Sydenham, Christchurch"
"Southfield Drive","Lincoln","","7608","172.490439","-43.647277","street","Southfield Drive, Lincoln, Selwyn"
"Southwark Street","Christchurch Central","","8011","172.641165","-43.537264","street","Southwark Street, Christchurch Central, Christchurch"
"Sovereign Gardens","Halswell","","8025","172.565533","-43.584959","street","Sovereign Gardens, Halswell, Christchurch"
"Spalding Street","Bishopdale","","8053","172.580607","-43.496928","street","Spalding Street, Bishopdale, Christchurch"
"Sparks Road","Barrington","1-25","8024","172.590166","-43.57052","street","Sparks Road, Barrington, Christchurch"
"Sparks Road","Hoon Hay","27-489","8025","172.590166","-43.57052","street","Sparks Road, Hoon Hay, Christchurch"
"Sparrow Lane","Phillipstown","","8011","172.652824","-43.53808","street","Sparrow Lane, Phillipstown, Christchurch"
"Speight Street","Mairehau","","8013","172.645612","-43.505136","street","Speight Street, Mairehau, Christchurch"
"Spencer Street","Addington","","8024","172.612554","-43.545652","street","Spencer Street, Addington, Christchurch"
"Spencerville Road","Brooklands","","8083","172.671896","-43.432778","street","Spencerville Road, Brooklands, Christchurch"
"Spencerville Road","Styx","","8083","172.671896","-43.432778","street","Spencerville Road, Chaneys-Spencerville, Christchurch"
"Spencerville Road","Kainga","","8083","172.671896","-43.432778","street","Spencerville Road, Kainga, Christchurch"
"Spinnaker Lane","Redcliffs","","8081","172.75423","-43.56854","street","Spinnaker Lane, Redcliffs, Christchurch"
"Spitfire Place","Hornby","","8042","172.542891","-43.549494","street","Spitfire Place, Hornby, Christchurch"
"Spring Grove Street","Spreydon","","8024","172.621913","-43.551915","street","Spring Grove Street, Spreydon, Christchurch"
"Spring Place","Leeston","","7632","172.293532","-43.762705","street","Spring Place, Leeston, Selwyn"
"Springbank Street","Burnside","","8053","172.583513","-43.500963","street","Springbank Street, Burnside, Christchurch"
"Springfield Road","St Albans","","8014","172.632538","-43.514804","street","Springfield Road, St Albans, Christchurch"
"Springhill Street","Avonhead","","8042","172.545011","-43.521063","street","Springhill Street, Avonhead, Christchurch"
